orgao_orcamentario,ano,dotacoes,valores
Justiça do Trabalho,2018,dotacao_inicial,20.900000000000002
Justiça do Trabalho,2018,dotacao_atual,20.9
Justiça do Trabalho,2018,empenhado,20.09
Justiça do Trabalho,2018,liquidado,19.85
Justiça do Trabalho,2018,pago,19.85
Justiça do Trabalho,2019,projeto_de_lei,22.21
Justiça do Trabalho,2019,dotacao_inicial,22.18
Justiça do Trabalho,2019,dotacao_atual,22.189999999999998
Justiça do Trabalho,2019,empenhado,21.619999999999997
Justiça do Trabalho,2019,liquidado,21.48
Justiça do Trabalho,2019,pago,21.4
Justiça do Trabalho,2020,projeto_de_lei,20.810000000000002
Justiça do Trabalho,2020,dotacao_inicial,20.8
Justiça do Trabalho,2020,dotacao_atual,21.25
Justiça do Trabalho,2020,empenhado,21.03
Justiça do Trabalho,2020,liquidado,20.89
Justiça do Trabalho,2020,pago,20.89
Justiça do Trabalho,2021,projeto_de_lei,21.79
Justiça do Trabalho,2021,dotacao_inicial,21.79
Justiça do Trabalho,2021,dotacao_atual,21.77
Justiça do Trabalho,2021,empenhado,21.3
Justiça do Trabalho,2021,liquidado,21.1
Justiça do Trabalho,2021,pago,21.1
Justiça do Trabalho,2022,projeto_de_lei,23.419999999999998
Justiça do Trabalho,2022,dotacao_inicial,23.369999999999997
Justiça do Trabalho,2022,dotacao_atual,23.419999999999998
Justiça do Trabalho,2022,empenhado,23.01
Justiça do Trabalho,2022,liquidado,22.78
Justiça do Trabalho,2022,pago,22.759999999999998
Justiça do Trabalho,2023,projeto_de_lei,26.05
Justiça do Trabalho,2023,dotacao_inicial,26.05
Justiça do Trabalho,2023,dotacao_atual,26.05
Justiça do Trabalho,2023,empenhado,20.88
Justiça do Trabalho,2023,liquidado,5.609999999999999
Justiça do Trabalho,2023,pago,5.58
Justiça Eleitoral,2018,projeto_de_lei,8.68
Justiça Eleitoral,2018,dotacao_inicial,8.93
Justiça Eleitoral,2018,dotacao_atual,8.93
Justiça Eleitoral,2018,empenhado,8.22
Justiça Eleitoral,2018,liquidado,7.949999999999999
Justiça Eleitoral,2018,pago,7.9399999999999995
Justiça Eleitoral,2019,projeto_de_lei,8.6
Justiça Eleitoral,2019,dotacao_inicial,8.6
Justiça Eleitoral,2019,dotacao_atual,8.610000000000001
Justiça Eleitoral,2019,empenhado,7.920000000000001
Justiça Eleitoral,2019,liquidado,7.75
Justiça Eleitoral,2019,pago,7.74
Justiça Eleitoral,2020,projeto_de_lei,9.28
Justiça Eleitoral,2020,dotacao_inicial,9.28
Justiça Eleitoral,2020,dotacao_atual,9.379999999999999
Justiça Eleitoral,2020,empenhado,9.19
Justiça Eleitoral,2020,liquidado,8.23
Justiça Eleitoral,2020,pago,8.219999999999999
Justiça Eleitoral,2021,projeto_de_lei,9.48
Justiça Eleitoral,2021,dotacao_inicial,9.48
Justiça Eleitoral,2021,dotacao_atual,9.469999999999999
Justiça Eleitoral,2021,empenhado,9.38
Justiça Eleitoral,2021,liquidado,7.8999999999999995
Justiça Eleitoral,2021,pago,7.89
Justiça Eleitoral,2022,projeto_de_lei,10.25
Justiça Eleitoral,2022,dotacao_inicial,10.290000000000001
Justiça Eleitoral,2022,dotacao_atual,10.3
Justiça Eleitoral,2022,empenhado,10.16
Justiça Eleitoral,2022,liquidado,9.39
Justiça Eleitoral,2022,pago,9.360000000000001
Justiça Eleitoral,2023,projeto_de_lei,10.68
Justiça Eleitoral,2023,dotacao_inicial,10.68
Justiça Eleitoral,2023,dotacao_atual,10.68
Justiça Eleitoral,2023,empenhado,8.11
Justiça Eleitoral,2023,liquidado,2.05
Justiça Eleitoral,2023,pago,2.04
Justiça Federal,2018,projeto_de_lei,11.97
Justiça Federal,2018,dotacao_inicial,11.97
Justiça Federal,2018,dotacao_atual,11.969999999999999
Justiça Federal,2018,empenhado,11.469999999999999
Justiça Federal,2018,liquidado,11.309999999999999
Justiça Federal,2018,pago,11.299999999999999
Justiça Federal,2019,projeto_de_lei,12.860000000000001
Justiça Federal,2019,dotacao_inicial,12.860000000000001
Justiça Federal,2019,dotacao_atual,12.860000000000001
Justiça Federal,2019,empenhado,12.42
Justiça Federal,2019,liquidado,12.3
Justiça Federal,2019,pago,12.280000000000001
Justiça Federal,2020,projeto_de_lei,12.32
Justiça Federal,2020,dotacao_inicial,12.32
Justiça Federal,2020,dotacao_atual,12.67
Justiça Federal,2020,empenhado,12.47
Justiça Federal,2020,liquidado,12.329999999999998
Justiça Federal,2020,pago,12.3
Justiça Federal,2021,projeto_de_lei,12.959999999999999
Justiça Federal,2021,dotacao_inicial,12.959999999999999
Justiça Federal,2021,dotacao_atual,12.95
Justiça Federal,2021,empenhado,12.77
Justiça Federal,2021,liquidado,12.559999999999999
Justiça Federal,2021,pago,12.54
Justiça Federal,2022,projeto_de_lei,13.94
Justiça Federal,2022,dotacao_inicial,13.93
Justiça Federal,2022,dotacao_atual,13.94
Justiça Federal,2022,empenhado,13.620000000000001
Justiça Federal,2022,liquidado,13.15
Justiça Federal,2022,pago,13.1
Justiça Federal,2023,projeto_de_lei,15.469999999999999
Justiça Federal,2023,dotacao_inicial,15.469999999999999
Justiça Federal,2023,dotacao_atual,15.469999999999999
Justiça Federal,2023,empenhado,7.880000000000001
Justiça Federal,2023,liquidado,3.2199999999999998
Justiça Federal,2023,pago,3.1799999999999997
Justiça Militar da União,2018,projeto_de_lei,0.55
Justiça Militar da União,2018,dotacao_inicial,0.55
Justiça Militar da União,2018,dotacao_atual,0.55
Justiça Militar da União,2018,empenhado,0.53
Justiça Militar da União,2018,liquidado,0.51
Justiça Militar da União,2018,pago,0.51
Justiça Militar da União,2019,projeto_de_lei,0.59
Justiça Militar da União,2019,dotacao_inicial,0.59
Justiça Militar da União,2019,dotacao_atual,0.59
Justiça Militar da União,2019,empenhado,0.5700000000000001
Justiça Militar da União,2019,liquidado,0.55
Justiça Militar da União,2019,pago,0.55
Justiça Militar da União,2020,projeto_de_lei,0.57
Justiça Militar da União,2020,dotacao_inicial,0.57
Justiça Militar da União,2020,dotacao_atual,0.59
Justiça Militar da União,2020,empenhado,0.5800000000000001
Justiça Militar da União,2020,liquidado,0.55
Justiça Militar da União,2020,pago,0.55
Justiça Militar da União,2021,projeto_de_lei,0.59
Justiça Militar da União,2021,dotacao_inicial,0.59
Justiça Militar da União,2021,dotacao_atual,0.6
Justiça Militar da União,2021,empenhado,0.6
Justiça Militar da União,2021,liquidado,0.56
Justiça Militar da União,2021,pago,0.55
Justiça Militar da União,2022,projeto_de_lei,0.64
Justiça Militar da União,2022,dotacao_inicial,0.64
Justiça Militar da União,2022,dotacao_atual,0.65
Justiça Militar da União,2022,empenhado,0.62
Justiça Militar da União,2022,liquidado,0.59
Justiça Militar da União,2022,pago,0.59
Justiça Militar da União,2023,projeto_de_lei,0.72
Justiça Militar da União,2023,dotacao_inicial,0.72
Justiça Militar da União,2023,dotacao_atual,0.72
Justiça Militar da União,2023,empenhado,0.59
Justiça Militar da União,2023,liquidado,0.13
Justiça Militar da União,2023,pago,0.13
Ministério da Agricultura e Pecuária,2018,projeto_de_lei,10.870000000000001
Ministério da Agricultura e Pecuária,2018,dotacao_inicial,11.610000000000001
Ministério da Agricultura e Pecuária,2018,dotacao_atual,12.18
Ministério da Agricultura e Pecuária,2018,empenhado,10.860000000000001
Ministério da Agricultura e Pecuária,2018,liquidado,9.36
Ministério da Agricultura e Pecuária,2018,pago,8.83
Ministério da Agricultura e Pecuária,2019,projeto_de_lei,15.99
Ministério da Agricultura e Pecuária,2019,dotacao_inicial,11.89
Ministério da Agricultura e Pecuária,2019,dotacao_atual,17.84
Ministério da Agricultura e Pecuária,2019,empenhado,16.09
Ministério da Agricultura e Pecuária,2019,liquidado,13.77
Ministério da Agricultura e Pecuária,2019,pago,12.9
Ministério da Agricultura e Pecuária,2020,projeto_de_lei,10.45
Ministério da Agricultura e Pecuária,2020,dotacao_inicial,12.13
Ministério da Agricultura e Pecuária,2020,dotacao_atual,17.28
Ministério da Agricultura e Pecuária,2020,empenhado,15.32
Ministério da Agricultura e Pecuária,2020,liquidado,13.1
Ministério da Agricultura e Pecuária,2020,pago,12.5
Ministério da Agricultura e Pecuária,2021,projeto_de_lei,9.5
Ministério da Agricultura e Pecuária,2021,dotacao_inicial,11.889999999999999
Ministério da Agricultura e Pecuária,2021,dotacao_atual,18.63
Ministério da Agricultura e Pecuária,2021,empenhado,16.63
Ministério da Agricultura e Pecuária,2021,liquidado,13.59
Ministério da Agricultura e Pecuária,2021,pago,12.95
Ministério da Agricultura e Pecuária,2022,projeto_de_lei,14.13
Ministério da Agricultura e Pecuária,2022,dotacao_inicial,15.53
Ministério da Agricultura e Pecuária,2022,dotacao_atual,15.639999999999999
Ministério da Agricultura e Pecuária,2022,empenhado,14.96
Ministério da Agricultura e Pecuária,2022,liquidado,11.76
Ministério da Agricultura e Pecuária,2022,pago,11.09
Ministério da Agricultura e Pecuária,2023,projeto_de_lei,13.35
Ministério da Agricultura e Pecuária,2023,dotacao_inicial,15.33
Ministério da Agricultura e Pecuária,2023,dotacao_atual,9.91
Ministério da Agricultura e Pecuária,2023,empenhado,6.9399999999999995
Ministério da Agricultura e Pecuária,2023,liquidado,1.26
Ministério da Agricultura e Pecuária,2023,pago,1.09
"Ministério da Ciência, Tecnologia e Inovação",2018,projeto_de_lei,12.58
"Ministério da Ciência, Tecnologia e Inovação",2018,dotacao_inicial,12.72
"Ministério da Ciência, Tecnologia e Inovação",2018,dotacao_atual,12.35
"Ministério da Ciência, Tecnologia e Inovação",2018,empenhado,9.36
"Ministério da Ciência, Tecnologia e Inovação",2018,liquidado,8.56
"Ministério da Ciência, Tecnologia e Inovação",2018,pago,8.23
"Ministério da Ciência, Tecnologia e Inovação",2019,projeto_de_lei,13.61
"Ministério da Ciência, Tecnologia e Inovação",2019,dotacao_inicial,15.35
"Ministério da Ciência, Tecnologia e Inovação",2019,dotacao_atual,13.91
"Ministério da Ciência, Tecnologia e Inovação",2019,empenhado,8.64
"Ministério da Ciência, Tecnologia e Inovação",2019,liquidado,7.970000000000001
"Ministério da Ciência, Tecnologia e Inovação",2019,pago,7.66
"Ministério da Ciência, Tecnologia e Inovação",2020,projeto_de_lei,11.709999999999999
"Ministério da Ciência, Tecnologia e Inovação",2020,dotacao_inicial,11.82
"Ministério da Ciência, Tecnologia e Inovação",2020,dotacao_atual,13.61
"Ministério da Ciência, Tecnologia e Inovação",2020,empenhado,8.15
"Ministério da Ciência, Tecnologia e Inovação",2020,liquidado,7.2700000000000005
"Ministério da Ciência, Tecnologia e Inovação",2020,pago,6.9799999999999995
"Ministério da Ciência, Tecnologia e Inovação",2021,projeto_de_lei,8.07
"Ministério da Ciência, Tecnologia e Inovação",2021,dotacao_inicial,8.27
"Ministério da Ciência, Tecnologia e Inovação",2021,dotacao_atual,9.11
"Ministério da Ciência, Tecnologia e Inovação",2021,empenhado,6.3999999999999995
"Ministério da Ciência, Tecnologia e Inovação",2021,liquidado,5.56
"Ministério da Ciência, Tecnologia e Inovação",2021,pago,5.08
"Ministério da Ciência, Tecnologia e Inovação",2022,projeto_de_lei,9.93
"Ministério da Ciência, Tecnologia e Inovação",2022,dotacao_inicial,10.209999999999999
"Ministério da Ciência, Tecnologia e Inovação",2022,dotacao_atual,8.35
"Ministério da Ciência, Tecnologia e Inovação",2022,empenhado,8.14
"Ministério da Ciência, Tecnologia e Inovação",2022,liquidado,6.9799999999999995
"Ministério da Ciência, Tecnologia e Inovação",2022,pago,6.7299999999999995
"Ministério da Ciência, Tecnologia e Inovação",2023,projeto_de_lei,12.479999999999999
"Ministério da Ciência, Tecnologia e Inovação",2023,dotacao_inicial,13.32
"Ministério da Ciência, Tecnologia e Inovação",2023,dotacao_atual,13.32
"Ministério da Ciência, Tecnologia e Inovação",2023,empenhado,4.13
"Ministério da Ciência, Tecnologia e Inovação",2023,liquidado,1.27
"Ministério da Ciência, Tecnologia e Inovação",2023,pago,0.89
Ministério da Cultura,2018,projeto_de_lei,2.3
Ministério da Cultura,2018,dotacao_inicial,2.39
Ministério da Cultura,2018,dotacao_atual,2.47
Ministério da Cultura,2018,empenhado,1.95
Ministério da Cultura,2018,liquidado,1.1
Ministério da Cultura,2018,pago,1.05
Ministério da Cultura,2019,projeto_de_lei,0
Ministério da Cultura,2019,dotacao_inicial,2.66
Ministério da Cultura,2019,dotacao_atual,0
Ministério da Cultura,2019,empenhado,0
Ministério da Cultura,2019,liquidado,0
Ministério da Cultura,2019,pago,0
Ministério da Cultura,2023,projeto_de_lei,0
Ministério da Cultura,2023,dotacao_inicial,0
Ministério da Cultura,2023,dotacao_atual,6.699999999999999
Ministério da Cultura,2023,empenhado,0.6699999999999999
Ministério da Cultura,2023,liquidado,0.16
Ministério da Cultura,2023,pago,0.13
Ministério da Defesa,2018,projeto_de_lei,98.89
Ministério da Defesa,2018,dotacao_inicial,100.66000000000001
Ministério da Defesa,2018,dotacao_atual,104.52
Ministério da Defesa,2018,empenhado,102.93
Ministério da Defesa,2018,liquidado,97.62
Ministério da Defesa,2018,pago,91.69
Ministério da Defesa,2019,projeto_de_lei,107.02
Ministério da Defesa,2019,dotacao_inicial,107.71000000000001
Ministério da Defesa,2019,dotacao_atual,114.82000000000001
Ministério da Defesa,2019,empenhado,112
Ministério da Defesa,2019,liquidado,106.63
Ministério da Defesa,2019,pago,101.05
Ministério da Defesa,2020,projeto_de_lei,72.39
Ministério da Defesa,2020,dotacao_inicial,73.07000000000001
Ministério da Defesa,2020,dotacao_atual,115.52
Ministério da Defesa,2020,empenhado,111.15
Ministério da Defesa,2020,liquidado,105.83
Ministério da Defesa,2020,pago,100.08
Ministério da Defesa,2021,projeto_de_lei,65.19999999999999
Ministério da Defesa,2021,dotacao_inicial,64.01
Ministério da Defesa,2021,dotacao_atual,116.87
Ministério da Defesa,2021,empenhado,114.54
Ministério da Defesa,2021,liquidado,108.64999999999999
Ministério da Defesa,2021,pago,102.67
Ministério da Defesa,2022,projeto_de_lei,117.05
Ministério da Defesa,2022,dotacao_inicial,116.42999999999999
Ministério da Defesa,2022,dotacao_atual,122.24000000000001
Ministério da Defesa,2022,empenhado,120.52
Ministério da Defesa,2022,liquidado,112.12
Ministério da Defesa,2022,pago,106.27
Ministério da Defesa,2023,projeto_de_lei,121.05
Ministério da Defesa,2023,dotacao_inicial,122.63
Ministério da Defesa,2023,dotacao_atual,122.63
Ministério da Defesa,2023,empenhado,82.77
Ministério da Defesa,2023,liquidado,19.03
Ministério da Defesa,2023,pago,15.82
Ministério da Educação,2018,projeto_de_lei,105.94
Ministério da Educação,2018,dotacao_inicial,107.56
Ministério da Educação,2018,dotacao_atual,111.59
Ministério da Educação,2018,empenhado,109.6
Ministério da Educação,2018,liquidado,103.13000000000001
Ministério da Educação,2018,pago,98.15
Ministério da Educação,2019,projeto_de_lei,121.97
Ministério da Educação,2019,dotacao_inicial,122.96000000000001
Ministério da Educação,2019,dotacao_atual,124.44999999999999
Ministério da Educação,2019,empenhado,118.18
Ministério da Educação,2019,liquidado,106.25
Ministério da Educação,2019,pago,101.08999999999999
Ministério da Educação,2020,projeto_de_lei,102.27
Ministério da Educação,2020,dotacao_inicial,103.12
Ministério da Educação,2020,dotacao_atual,119.4
Ministério da Educação,2020,empenhado,116.14
Ministério da Educação,2020,liquidado,104.61
Ministério da Educação,2020,pago,99.45
Ministério da Educação,2021,projeto_de_lei,73.51
Ministério da Educação,2021,dotacao_inicial,74.44
Ministério da Educação,2021,dotacao_atual,129.67
Ministério da Educação,2021,empenhado,124.45
Ministério da Educação,2021,liquidado,113.61999999999999
Ministério da Educação,2021,pago,108.16
Ministério da Educação,2022,projeto_de_lei,134.7
Ministério da Educação,2022,dotacao_inicial,137.17
Ministério da Educação,2022,dotacao_atual,142.25
Ministério da Educação,2022,empenhado,141.01
Ministério da Educação,2022,liquidado,128.43
Ministério da Educação,2022,pago,122.42
Ministério da Educação,2023,projeto_de_lei,147.41
Ministério da Educação,2023,dotacao_inicial,158.97
Ministério da Educação,2023,dotacao_atual,158.97
Ministério da Educação,2023,empenhado,109.92
Ministério da Educação,2023,liquidado,20.08
Ministério da Educação,2023,pago,18.61
Ministério da Fazenda,2018,projeto_de_lei,30.68
Ministério da Fazenda,2018,dotacao_inicial,30.64
Ministério da Fazenda,2018,dotacao_atual,30.860000000000003
Ministério da Fazenda,2018,empenhado,28.53
Ministério da Fazenda,2018,liquidado,26.83
Ministério da Fazenda,2018,pago,25.41
Ministério da Fazenda,2019,projeto_de_lei,581.5600000000001
Ministério da Fazenda,2019,dotacao_inicial,29.93
Ministério da Fazenda,2019,dotacao_atual,772.8
Ministério da Fazenda,2019,empenhado,764.14
Ministério da Fazenda,2019,liquidado,759.86
Ministério da Fazenda,2019,pago,721.6
Ministério da Fazenda,2020,projeto_de_lei,596.78
Ministério da Fazenda,2020,dotacao_inicial,596.25
Ministério da Fazenda,2020,dotacao_atual,880.39
Ministério da Fazenda,2020,empenhado,843.03
Ministério da Fazenda,2020,liquidado,829.2299999999999
Ministério da Fazenda,2020,pago,787.3
Ministério da Fazenda,2021,projeto_de_lei,564.43
Ministério da Fazenda,2021,dotacao_inicial,569.59
Ministério da Fazenda,2021,dotacao_atual,871.41
Ministério da Fazenda,2021,empenhado,845.76
Ministério da Fazenda,2021,liquidado,840.89
Ministério da Fazenda,2021,pago,795.99
Ministério da Fazenda,2022,projeto_de_lei,41.37
Ministério da Fazenda,2022,dotacao_inicial,40.67
Ministério da Fazenda,2022,dotacao_atual,40.59
Ministério da Fazenda,2022,empenhado,33.26
Ministério da Fazenda,2022,liquidado,30.91
Ministério da Fazenda,2022,pago,29.17
Ministério da Fazenda,2023,projeto_de_lei,37.03
Ministério da Fazenda,2023,dotacao_inicial,38.68
Ministério da Fazenda,2023,dotacao_atual,25.66
Ministério da Fazenda,2023,empenhado,14.66
Ministério da Fazenda,2023,liquidado,3.05
Ministério da Fazenda,2023,pago,2.67
Ministério da Gestão e da Inovação em Serviços Públicos,2023,projeto_de_lei,0
Ministério da Gestão e da Inovação em Serviços Públicos,2023,dotacao_inicial,0
Ministério da Gestão e da Inovação em Serviços Públicos,2023,dotacao_atual,7.49
Ministério da Gestão e da Inovação em Serviços Públicos,2023,empenhado,2.87
Ministério da Gestão e da Inovação em Serviços Públicos,2023,liquidado,0.9
Ministério da Gestão e da Inovação em Serviços Públicos,2023,pago,0.87
Ministério da Igualdade Racial,2023,projeto_de_lei,0
Ministério da Igualdade Racial,2023,dotacao_inicial,0
Ministério da Igualdade Racial,2023,dotacao_atual,0.09
Ministério da Igualdade Racial,2023,empenhado,0
Ministério da Igualdade Racial,2023,liquidado,0
Ministério da Igualdade Racial,2023,pago,0
Ministério da Integração e do Desenvolvimento Regional,2018,projeto_de_lei,5.4399999999999995
Ministério da Integração e do Desenvolvimento Regional,2018,dotacao_inicial,6.66
Ministério da Integração e do Desenvolvimento Regional,2018,dotacao_atual,7.29
Ministério da Integração e do Desenvolvimento Regional,2018,empenhado,7
Ministério da Integração e do Desenvolvimento Regional,2018,liquidado,3.81
Ministério da Integração e do Desenvolvimento Regional,2018,pago,3.54
Ministério da Integração e do Desenvolvimento Regional,2019,projeto_de_lei,11.82
Ministério da Integração e do Desenvolvimento Regional,2019,dotacao_inicial,5.66
Ministério da Integração e do Desenvolvimento Regional,2019,dotacao_atual,18.54
Ministério da Integração e do Desenvolvimento Regional,2019,empenhado,17.919999999999998
Ministério da Integração e do Desenvolvimento Regional,2019,liquidado,10.62
Ministério da Integração e do Desenvolvimento Regional,2019,pago,10.370000000000001
Ministério da Integração e do Desenvolvimento Regional,2020,projeto_de_lei,8.21
Ministério da Integração e do Desenvolvimento Regional,2020,dotacao_inicial,16.77
Ministério da Integração e do Desenvolvimento Regional,2020,dotacao_atual,19.060000000000002
Ministério da Integração e do Desenvolvimento Regional,2020,empenhado,17.97
Ministério da Integração e do Desenvolvimento Regional,2020,liquidado,9.1
Ministério da Integração e do Desenvolvimento Regional,2020,pago,8.83
Ministério da Integração e do Desenvolvimento Regional,2021,projeto_de_lei,6.16
Ministério da Integração e do Desenvolvimento Regional,2021,dotacao_inicial,11.94
Ministério da Integração e do Desenvolvimento Regional,2021,dotacao_atual,18.34
Ministério da Integração e do Desenvolvimento Regional,2021,empenhado,17.98
Ministério da Integração e do Desenvolvimento Regional,2021,liquidado,6.83
Ministério da Integração e do Desenvolvimento Regional,2021,pago,6.6
Ministério da Integração e do Desenvolvimento Regional,2022,projeto_de_lei,7.19
Ministério da Integração e do Desenvolvimento Regional,2022,dotacao_inicial,12.57
Ministério da Integração e do Desenvolvimento Regional,2022,dotacao_atual,16.17
Ministério da Integração e do Desenvolvimento Regional,2022,empenhado,15.53
Ministério da Integração e do Desenvolvimento Regional,2022,liquidado,6.6
Ministério da Integração e do Desenvolvimento Regional,2022,pago,6.35
Ministério da Integração e do Desenvolvimento Regional,2023,projeto_de_lei,7.19
Ministério da Integração e do Desenvolvimento Regional,2023,dotacao_inicial,32.37
Ministério da Integração e do Desenvolvimento Regional,2023,dotacao_atual,11.23
Ministério da Integração e do Desenvolvimento Regional,2023,empenhado,1.62
Ministério da Integração e do Desenvolvimento Regional,2023,liquidado,0.49
Ministério da Integração e do Desenvolvimento Regional,2023,pago,0.45
Ministério da Justiça e Segurança Pública,2018,projeto_de_lei,15.290000000000001
Ministério da Justiça e Segurança Pública,2018,dotacao_inicial,15.819999999999999
Ministério da Justiça e Segurança Pública,2018,dotacao_atual,16.74
Ministério da Justiça e Segurança Pública,2018,empenhado,14.899999999999999
Ministério da Justiça e Segurança Pública,2018,liquidado,13.06
Ministério da Justiça e Segurança Pública,2018,pago,12.32
Ministério da Justiça e Segurança Pública,2019,projeto_de_lei,16.27
Ministério da Justiça e Segurança Pública,2019,dotacao_inicial,1.98
Ministério da Justiça e Segurança Pública,2019,dotacao_atual,18.49
Ministério da Justiça e Segurança Pública,2019,empenhado,16.63
Ministério da Justiça e Segurança Pública,2019,liquidado,13.77
Ministério da Justiça e Segurança Pública,2019,pago,12.969999999999999
Ministério da Justiça e Segurança Pública,2020,projeto_de_lei,12.93
Ministério da Justiça e Segurança Pública,2020,dotacao_inicial,13.850000000000001
Ministério da Justiça e Segurança Pública,2020,dotacao_atual,19.23
Ministério da Justiça e Segurança Pública,2020,empenhado,17.81
Ministério da Justiça e Segurança Pública,2020,liquidado,15.32
Ministério da Justiça e Segurança Pública,2020,pago,14.55
Ministério da Justiça e Segurança Pública,2021,projeto_de_lei,11.04
Ministério da Justiça e Segurança Pública,2021,dotacao_inicial,11.19
Ministério da Justiça e Segurança Pública,2021,dotacao_atual,18.29
Ministério da Justiça e Segurança Pública,2021,empenhado,17.509999999999998
Ministério da Justiça e Segurança Pública,2021,liquidado,15.32
Ministério da Justiça e Segurança Pública,2021,pago,14.46
Ministério da Justiça e Segurança Pública,2022,projeto_de_lei,18.05
Ministério da Justiça e Segurança Pública,2022,dotacao_inicial,18.39
Ministério da Justiça e Segurança Pública,2022,dotacao_atual,19.07
Ministério da Justiça e Segurança Pública,2022,empenhado,18.21
Ministério da Justiça e Segurança Pública,2022,liquidado,16.48
Ministério da Justiça e Segurança Pública,2022,pago,15.5
Ministério da Justiça e Segurança Pública,2023,projeto_de_lei,18.85
Ministério da Justiça e Segurança Pública,2023,dotacao_inicial,20.2
Ministério da Justiça e Segurança Pública,2023,dotacao_atual,19.49
Ministério da Justiça e Segurança Pública,2023,empenhado,11.799999999999999
Ministério da Justiça e Segurança Pública,2023,liquidado,2.3400000000000003
Ministério da Justiça e Segurança Pública,2023,pago,2.2600000000000002
"Ministério da Mulher, da Família e dos Direitos Humanos",2018,projeto_de_lei,0.3
"Ministério da Mulher, da Família e dos Direitos Humanos",2018,dotacao_inicial,0.39
"Ministério da Mulher, da Família e dos Direitos Humanos",2018,dotacao_atual,0.49
"Ministério da Mulher, da Família e dos Direitos Humanos",2018,empenhado,0.42
"Ministério da Mulher, da Família e dos Direitos Humanos",2018,liquidado,0.27
"Ministério da Mulher, da Família e dos Direitos Humanos",2018,pago,0.27
"Ministério da Mulher, da Família e dos Direitos Humanos",2019,projeto_de_lei,1.01
"Ministério da Mulher, da Família e dos Direitos Humanos",2019,dotacao_inicial,0.47000000000000003
"Ministério da Mulher, da Família e dos Direitos Humanos",2019,dotacao_atual,0.61
"Ministério da Mulher, da Família e dos Direitos Humanos",2019,empenhado,0.44
"Ministério da Mulher, da Família e dos Direitos Humanos",2019,liquidado,0.22
"Ministério da Mulher, da Família e dos Direitos Humanos",2019,pago,0.21
"Ministério da Mulher, da Família e dos Direitos Humanos",2020,projeto_de_lei,0.37
"Ministério da Mulher, da Família e dos Direitos Humanos",2020,dotacao_inicial,0.65
"Ministério da Mulher, da Família e dos Direitos Humanos",2020,dotacao_atual,0.86
"Ministério da Mulher, da Família e dos Direitos Humanos",2020,empenhado,0.71
"Ministério da Mulher, da Família e dos Direitos Humanos",2020,liquidado,0.4
"Ministério da Mulher, da Família e dos Direitos Humanos",2020,pago,0.4
"Ministério da Mulher, da Família e dos Direitos Humanos",2021,projeto_de_lei,0.31
"Ministério da Mulher, da Família e dos Direitos Humanos",2021,dotacao_inicial,0.48
"Ministério da Mulher, da Família e dos Direitos Humanos",2021,dotacao_atual,0.61
"Ministério da Mulher, da Família e dos Direitos Humanos",2021,empenhado,0.44
"Ministério da Mulher, da Família e dos Direitos Humanos",2021,liquidado,0.22
"Ministério da Mulher, da Família e dos Direitos Humanos",2021,pago,0.21
"Ministério da Mulher, da Família e dos Direitos Humanos",2022,projeto_de_lei,0.77
"Ministério da Mulher, da Família e dos Direitos Humanos",2022,dotacao_inicial,0.96
"Ministério da Mulher, da Família e dos Direitos Humanos",2022,dotacao_atual,0.89
"Ministério da Mulher, da Família e dos Direitos Humanos",2022,empenhado,0.43999999999999995
"Ministério da Mulher, da Família e dos Direitos Humanos",2022,liquidado,0.28
"Ministério da Mulher, da Família e dos Direitos Humanos",2022,pago,0.27
Ministério da Pesca e Aquicultura,2023,projeto_de_lei,0
Ministério da Pesca e Aquicultura,2023,dotacao_inicial,0
Ministério da Pesca e Aquicultura,2023,dotacao_atual,0.3
Ministério da Pesca e Aquicultura,2023,empenhado,0.01
Ministério da Pesca e Aquicultura,2023,liquidado,0
Ministério da Pesca e Aquicultura,2023,pago,0
Ministério da Previdência Social,2023,projeto_de_lei,0
Ministério da Previdência Social,2023,dotacao_inicial,0
Ministério da Previdência Social,2023,dotacao_atual,883.21
Ministério da Previdência Social,2023,empenhado,385.01000000000005
Ministério da Previdência Social,2023,liquidado,141.62
Ministério da Previdência Social,2023,pago,138.06
Ministério da Saúde,2018,projeto_de_lei,129.33
Ministério da Saúde,2018,dotacao_inicial,129.59
Ministério da Saúde,2018,dotacao_atual,130.31
Ministério da Saúde,2018,empenhado,129.37
Ministério da Saúde,2018,liquidado,118.11
Ministério da Saúde,2018,pago,116.11
Ministério da Saúde,2019,projeto_de_lei,128.36
Ministério da Saúde,2019,dotacao_inicial,131.34
Ministério da Saúde,2019,dotacao_atual,136.37
Ministério da Saúde,2019,empenhado,135.3
Ministério da Saúde,2019,liquidado,125.13
Ministério da Saúde,2019,pago,122.87
Ministério da Saúde,2020,projeto_de_lei,128.55
Ministério da Saúde,2020,dotacao_inicial,133.39000000000001
Ministério da Saúde,2020,dotacao_atual,196.71
Ministério da Saúde,2020,empenhado,174.01
Ministério da Saúde,2020,liquidado,162.26999999999998
Ministério da Saúde,2020,pago,159.18
Ministério da Saúde,2021,projeto_de_lei,132.94
Ministério da Saúde,2021,dotacao_inicial,141.03
Ministério da Saúde,2021,dotacao_atual,199.03
Ministério da Saúde,2021,empenhado,192.13
Ministério da Saúde,2021,liquidado,172.89000000000001
Ministério da Saúde,2021,pago,170.39
